ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5844,F,Ship,4,5,134,6,medium,M, *7 ,4881,1
2233,D,Ship,4,4,156,3,low,M,20,1523,1
6730,B,Flight,4,3,225,2,high,F,4,4732,0
10041,A,Ship,5,2,146,3,low,F,5,4725,0
8676,F,Ship,4,3,274,3,medium,F, *7 ,4276,0
6077,C,Ship,3,4,188,4,low,F,6,5016,0
4815,A,Ship,7,3,286,4,low,F,3,1670,0
7970,F,Ship,3,2,188,6,medium,F,1,4856,0
899,C,Ship,3,5,242,3,medium,M,19,3753,1
10502,F,Ship,2,1,184,2,high,F,3,4331,0
9486,F,Ship,3,5,98,3,medium,F,3,5553,1
6558,F,Road,6,2,246,4,medium,F, *7 ,1297,1
3950,F,Road,4,5,174,3,medium,F, *7 ,5576,0
9766,B,Ship,4,4,155,2,medium,F,6,5942,0
3742,B,Ship,5,1,167,3,medium,M,3,4267,1
10375,D,Ship,4,1,258,3,low,F,10,4906,0
9239,C,Ship,4,3,257,3,medium,M,1,5717,1
8801,C,Ship,3,3,232,2,medium,F, *7 ,5544,1
9675,A,Ship,6,5,268,4,medium,M,2,1462,0
5320,B,Road,4,3,274,3,high,F, *7 ,5517,0
5419,D,Ship,5,5,209,2,low,F,3,4348,0
974,F,Flight,5,4,229,3,medium,M,29,2505,1
8493,A,Flight,4,5,150,3,low,M,5,4512,0
10683,A,Flight,4,2,163,4,medium,F,5,5751,0
8441,C,Ship,3,3,142,6,medium,F,2,5748,1
5369,C,Ship,3,4,175,2,medium,M,9,5643,1
10735,D,Ship,5,5,275,5,low,M,4,1646,0
4827,A,Ship,2,5,205,6,low,M,2,5671,0
7898,F,Ship,3,4,163,3,high,F,6,5912,0
6208,B,Ship,5,3,145,3,medium,M,1,5783,1
4207,D,Ship,3,3,181,3,low,F,1,5094,1
610,B,Ship,4,4,158,3,medium,M,11,1224,1
1867,D,Ship,3,4,257,2,high,M,15,3981,1
6684,F,Ship,4,4,157,2,low,M,9,4491,1
2189,C,Flight,3,3,183,3,high,F,6,3364,1
7426,B,Ship,3,2,214,2,medium,M, *7 ,1693,0
8945,C,Ship,4,5,201,3,low,F,1,5898,1
8627,C,Flight,7,3,307,4,low,M,1,1793,1
6020,F,Road,6,5,282,4,medium,M,3,1385,0
6600,F,Ship,7,3,310,5,low,F,5,1563,0
4226,F,Road,4,4,217,2,low,M,6,4029,1
7959,A,Flight,6,2,293,4,low,F, *7 ,1477,0
10725,A,Ship,4,2,249,5,low,M,2,1195,0
10075,D,Ship,4,3,136,4,low,M,10,5911,0
8555,C,Ship,6,5,308,4,low,M, *7 ,1164,1
8869,D,Ship,4,3,246,5,low,M,5,1395,0
4733,C,Ship,5,5,250,2,medium,M,10,5475,1
6827,C,Road,5,4,248,5,low,F,3,1471,1
5596,B,Road,5,1,113,3,medium,F,6,5509,1
9934,B,Ship,5,5,235,5,low,M,4,1758,0
8789,C,Ship,4,2,212,3,low,M,5,5413,0
9882,F,Ship,5,4,267,5,low,M,9,1113,0
5702,F,Ship,4,4,147,4,low,F, *7 ,5882,0
10730,F,Ship,5,4,232,5,medium,M,5,1861,0
3014,F,Flight,5,4,182,3,medium,F,11,3545,1
7322,F,Ship,6,2,226,4,high,F, *7 ,5600,0
4962,F,Ship,3,3,229,2,medium,F,1,5670,0
258,F,Road,2,2,129,3,medium,F,22,6614,1
2828,F,Ship,6,2,131,5,medium,F,5,1718,1
7416,F,Ship,5,4,271,4,low,F,5,1184,1
9520,B,Ship,2,2,101,5,medium,F,6,4196,0
989,C,Ship,3,1,223,3,medium,F,31,3942,1
7446,F,Ship,5,3,224,2,medium,M,1,5603,0
9954,F,Ship,4,4,243,5,medium,M,2,1842,0
10895,C,Ship,3,2,248,3,medium,M, *7 ,5171,0
8551,D,Ship,4,2,232,5,medium,F,4,1783,0
5992,B,Ship,2,1,241,3,medium,F,5,5697,1
3335,C,Ship,6,5,266,5,low,M,10,4140,0
9108,F,Ship,5,2,196,3,medium,M,4,4868,1
3698,F,Flight,5,1,211,2,medium,M,1,5913,1
8682,F,Ship,3,3,192,3,medium,M,4,5479,0
6133,D,Ship,3,3,208,5,low,F,10,4258,0
5478,F,Flight,4,4,198,6,medium,M,9,5730,1
4375,D,Road,6,1,246,3,medium,M, *7 ,4733,1
612,F,Ship,4,2,147,2,medium,F,20,1387,1
5473,D,Road,4,1,241,3,low,M,4,4493,1
6186,F,Ship,3,5,157,2,medium,F,4,5991,0
9005,C,Ship,4,2,195,2,medium,M,10,4640,0
7666,B,Road,5,4,199,5,medium,F,6,4417,1
4675,D,Flight,2,1,177,4,low,F,5,4358,0
4450,B,Ship,4,3,198,3,medium,F,1,5846,1
6579,A,Flight,2,1,164,5,low,F, *7 ,1886,0
8539,D,Ship,4,3,239,3,low,M,10,4020,0
659,C,Road,4,4,169,3,low,M,23,1058,1
10798,B,Road,4,2,251,6,low,F,3,1297,0
10686,F,Flight,3,5,133,4,low,M,10,4151,0
8069,C,Road,5,3,202,3,low,M,4,4134,1
7656,F,Road,4,3,140,8,medium,M, *7 ,4065,1
10578,F,Ship,6,3,251,4,low,M,10,4889,1
4637,C,Road,4,2,231,6,low,M, *7 ,5227,0
1672,B,Ship,3,2,192,3,low,F,19,3183,1
4531,D,Flight,3,3,183,3,low,M,4,5322,0
5644,B,Ship,4,4,144,2,low,M,5,4380,1
4507,D,Road,3,3,183,3,low,M,2,4363,0
6234,F,Ship,3,4,236,3,medium,F,5,5466,0
3034,B,Ship,4,4,260,2,low,M,17,3068,1
7238,F,Road,3,1,238,3,medium,F,6,5092,0
7636,B,Ship,2,4,193,2,low,F,5,5706,0
8016,F,Ship,5,4,256,5,low,M,6,1551,0
9324,F,Flight,4,2,262,3,low,M,6,5381,0
2560,B,Ship,6,3,221,10,medium,F,13,2219,1
7635,A,Ship,5,1,230,4,medium,M,4,5363,0
107,C,Ship,3,1,238,3,low,M,17,2624,1
8744,F,Road,4,4,183,2,low,F, *7 ,4572,1
9887,C,Ship,6,3,298,4,low,F,9,1515,1
8437,D,Ship,3,1,247,4,low,F, *7 ,5376,1
8809,D,Ship,4,4,263,3,medium,M,1,5283,1
339,A,Ship,3,5,261,3,medium,M,15,2989,1
5843,C,Ship,4,2,194,3,low,F,10,5171,1
3849,A,Flight,3,4,224,2,low,M, *7 ,4162,0
4110,F,Flight,4,1,223,3,medium,F,4,4972,1
10249,D,Road,3,1,159,2,medium,M,5,4906,1
10670,F,Road,5,2,221,5,low,F,2,1855,0
2212,B,Ship,4,2,204,3,medium,M,14,3829,1
9808,B,Ship,4,2,242,6,medium,F,10,5655,1
7968,F,Ship,4,1,248,2,low,F,6,5621,0
6541,D,Ship,7,5,133,5,low,F, *7 ,1239,1
7980,F,Ship,4,4,272,2,low,M, *7 ,4042,1
135,A,Flight,3,3,168,2,medium,F,1,1829,1
7608,F,Ship,3,3,201,2,low,F,2,5361,0
10640,F,Ship,3,3,176,8,medium,F,1,4895,1
6485,C,Ship,3,5,240,7,medium,F,9,5525,1
7831,D,Ship,4,5,149,2,low,M,2,5724,1
9591,A,Flight,4,4,137,4,medium,F,5,5095,0
7867,D,Ship,6,5,278,5,medium,F,2,4361,1
4963,D,Ship,4,5,169,4,low,M,6,4168,1
4688,F,Ship,5,5,236,3,high,M,4,5724,1
7579,D,Ship,4,4,188,3,low,M, *7 ,5720,0
10427,C,Flight,5,4,217,2,low,M,2,5469,1
6568,B,Road,6,2,289,4,high,F,3,1116,0
4101,A,Road,2,1,151,3,low,F,5,5982,1
2832,F,Ship,4,2,167,3,low,M,21,1637,1
10841,C,Ship,3,1,139,2,medium,M,2,4534,0
7027,D,Ship,6,3,114,4,high,F,10,5865,0
7737,A,Ship,6,2,309,4,medium,F, *7 ,1289,1
4299,A,Ship,3,5,140,3,low,M,9,4733,0
5296,B,Ship,3,4,169,3,low,F,4,5716,0
3796,B,Ship,3,5,252,3,high,F,4,4248,0
2772,F,Ship,6,5,249,5,medium,M,26,3897,1
4559,C,Ship,5,1,252,4,medium,M,4,1837,0
6122,F,Ship,5,5,236,2,medium,M,2,5210,0
8454,F,Ship,5,3,242,3,medium,F,6,5013,1
10451,C,Ship,5,1,245,5,low,M, *7 ,1038,0
6393,A,Ship,3,1,146,2,medium,F, *7 ,5375,0
8463,A,Ship,4,5,252,4,low,F,6,4983,0
8857,D,Ship,4,1,211,7,high,M,4,4476,1
8464,B,Ship,4,1,202,2,medium,M,10,5428,1
5764,B,Flight,5,4,219,5,low,M,5,1867,0
1173,A,Ship,5,2,158,3,medium,M,16,1499,1
6180,F,Flight,3,4,171,3,medium,F,5,4310,1
6636,F,Ship,3,4,186,4,low,M,6,4403,0
10053,A,Ship,4,3,104,5,low,F,6,4617,1
184,B,Ship,3,5,162,7,medium,F,16,1052,1
6073,D,Ship,4,4,259,3,low,M,3,4509,0
10689,A,Flight,2,2,237,5,low,M, *7 ,4461,0
4275,A,Ship,3,2,204,2,high,M, *7 ,5961,0
5071,D,Flight,5,1,257,3,medium,M, *7 ,4133,0
3439,D,Flight,3,1,179,3,high,M,5,5898,1
3864,F,Ship,2,4,143,6,medium,F,1,5514,0
8827,D,Ship,5,3,267,6,low,F, *7 ,1421,1
10203,A,Ship,4,5,233,5,low,F, *7 ,1040,1
3280,B,Road,3,2,243,2,low,F,5,4769,0
9575,C,Road,6,2,191,6,medium,M, *7 ,5333,1
8474,F,Road,3,2,257,3,medium,M,2,5486,1
5286,F,Ship,6,2,304,4,low,F,9,1392,0
9138,F,Ship,3,5,219,6,low,M,1,1394,0
3086,F,Ship,4,1,213,3,low,F,21,3585,1
4065,A,Ship,3,1,169,3,low,F,6,4081,1
5757,A,Flight,6,1,266,4,medium,F,2,1862,1
8802,F,Ship,5,2,164,3,medium,F,6,4302,0
10624,B,Ship,5,5,161,3,high,F, *7 ,5338,1
2364,F,Ship,5,5,141,2,medium,M,14,1114,1
9735,A,Flight,3,5,223,4,high,F, *7 ,5042,1
4449,A,Ship,5,1,246,2,low,F,4,5461,0
7424,F,Ship,4,2,184,3,low,M,3,1705,1
7298,F,Ship,5,5,104,4,high,F,9,5652,0
10791,A,Ship,4,4,224,5,medium,F,5,1184,0
9545,C,Ship,3,3,149,2,low,M, *7 ,4556,0
7847,C,Ship,3,4,252,2,medium,F,6,4040,1
5150,F,Ship,3,1,217,4,medium,F,1,5761,1
3171,A,Ship,4,5,139,3,low,F,3,5824,1
3039,A,Ship,4,3,276,4,low,F,3,3889,1
3058,B,Ship,5,5,257,4,medium,M,31,2040,1
7166,F,Ship,7,5,289,4,low,F,5,1864,1
3713,C,Flight,5,5,105,5,low,F,10,5418,1
2115,A,Ship,4,1,143,3,medium,F,28,1197,1
10944,F,Road,5,3,261,5,medium,M,10,1434,1
10621,D,Ship,4,3,156,3,medium,F, *7 ,4701,1
4699,D,Ship,4,3,213,3,low,F,2,5722,0
10525,D,Road,3,5,188,3,high,F,6,4234,1
10437,A,Ship,5,4,171,3,low,F,1,5011,0
2721,A,Road,4,3,210,3,low,M,3,2742,1
9922,B,Ship,4,1,258,5,low,M, *7 ,1306,0
5804,F,Ship,4,5,143,3,medium,F, *7 ,4142,1
4224,F,Road,5,4,229,2,medium,F,10,5001,0
8064,F,Road,3,2,235,2,medium,F,10,4172,0
8626,B,Road,5,3,237,5,medium,F,2,1869,1
1575,A,Ship,6,3,215,5,low,M,13,3899,1
2484,F,Ship,6,3,167,6,low,F,15,1278,1
7612,B,Ship,3,2,198,4,medium,F,4,4564,0
4667,C,Flight,3,5,202,3,low,M,2,5208,0
5857,D,Ship,3,4,203,2,low,M,9,5735,0
9314,F,Flight,3,1,174,3,medium,F,2,4972,0
8372,F,Flight,5,4,254,3,low,F,4,5611,1
3858,F,Ship,5,1,245,2,medium,F,2,4882,1
9216,F,Ship,3,4,162,3,medium,M, *7 ,5313,0
6139,D,Road,3,1,267,4,medium,F,4,4914,1
733,D,Ship,6,3,281,3,medium,M,11,2135,1
9173,C,Road,6,1,308,4,low,F, *7 ,1260,1
438,F,Ship,5,2,186,3,medium,F,15,2153,1
9264,F,Ship,3,5,148,2,medium,F,9,5095,1
4008,F,Ship,5,2,229,3,low,M,1,5189,1
5181,A,Road,4,4,148,3,medium,F,5,4892,0
3977,C,Flight,5,1,220,3,medium,M, *7 ,5727,1
6273,A,Ship,6,5,279,4,low,M, *7 ,1447,0
4521,A,Flight,4,4,223,4,low,M,3,5613,0
7555,D,Ship,5,5,203,5,medium,M,1,5356,1
6700,B,Road,5,2,173,2,high,F,10,4741,0
5293,D,Ship,3,2,205,2,low,M,6,4853,0
923,C,Ship,4,1,208,7,high,M, *7 ,2193,1
5893,D,Flight,3,5,218,3,low,M,2,5841,0
1406,F,Ship,5,1,190,4,medium,M,24,3446,1
10173,A,Ship,3,2,250,3,medium,M,6,4636,0
4640,F,Road,5,1,257,3,medium,F,5,4355,0
6996,F,Flight,4,1,267,2,medium,M,9,5230,1
5081,C,Flight,5,3,217,2,low,F,4,5588,0
3421,D,Flight,5,1,228,2,high,M,6,4984,1
5345,C,Flight,4,3,241,2,medium,F,4,5942,1
7945,D,Flight,4,1,145,3,low,M, *7 ,5127,0
8090,F,Flight,3,5,262,2,medium,F, *7 ,4422,1
6244,B,Ship,4,2,252,3,medium,M,2,5769,0
4258,B,Flight,4,2,239,2,low,F,10,4028,0
6831,A,Road,7,1,275,4,medium,M, *7 ,1754,0
4429,D,Ship,3,5,246,3,medium,F,2,5653,1
9258,F,Ship,3,5,287,5,high,M,1,5263,1
9293,C,Road,3,4,160,3,low,M,10,4602,0
4371,A,Road,4,2,221,3,low,M,10,5632,0
9774,F,Ship,3,5,174,6,low,M,6,5713,0
4464,F,Ship,4,1,152,3,low,M,4,5299,0
10090,B,Ship,5,3,137,4,low,F,9,4754,0
5671,D,Ship,5,5,200,3,low,M,6,4401,1
10132,B,Road,5,4,208,8,medium,F,4,5155,1
9013,D,Ship,5,2,141,2,medium,F,1,4287,0
8180,F,Ship,4,3,225,2,low,M,2,4520,1
7681,D,Flight,4,3,173,3,medium,F,2,4351,0
5922,F,Ship,5,4,267,2,medium,M,4,4053,0
3409,D,Road,3,2,188,3,low,M,4,5376,0
325,D,Ship,5,1,279,4,medium,F,24,3440,1
10576,B,Ship,4,3,184,3,low,F,5,4712,1
7971,A,Ship,3,1,142,4,medium,M, *7 ,4780,0
3274,B,Road,3,5,195,2,low,F,4,4864,0
6282,F,Road,6,4,287,4,medium,F,9,1936,1
8996,F,Ship,5,3,232,3,medium,M,3,4526,0
7626,F,Ship,5,1,134,2,low,F, *7 ,5610,0
4738,B,Ship,4,1,188,2,low,M,6,5894,1
10923,A,Ship,4,4,216,6,low,M,10,1255,0
10588,B,Ship,3,5,166,3,medium,F,9,5275,1
5782,B,Ship,7,3,267,4,low,M, *7 ,1384,0
7634,F,Ship,4,5,111,4,medium,M, *7 ,5988,1
9531,A,Ship,4,2,144,5,low,F,3,5807,1
4343,C,Ship,5,1,239,2,low,M,5,5759,1
9018,F,Road,2,2,270,4,low,M,6,5585,0
8004,F,Ship,7,3,308,5,medium,M,10,1152,1
5297,C,Ship,3,1,137,5,low,F, *7 ,4980,1
7338,F,Ship,3,1,207,4,low,M,9,4252,0
4641,A,Road,4,4,184,3,medium,M,2,4639,0
7704,F,Ship,5,5,269,5,low,F,6,1630,0
6341,C,Ship,3,5,139,2,low,F, *7 ,4449,1
879,A,Ship,6,1,205,5,low,M,14,3213,1
7077,A,Ship,3,1,199,3,medium,F, *7 ,5557,1
7429,D,Ship,4,2,221,3,low,M,10,4126,0
3540,F,Road,3,3,242,3,low,F, *7 ,4199,0
2937,A,Ship,6,4,138,5,medium,F,15,1181,1
6822,F,Ship,6,3,260,4,low,M,9,1131,1
3945,A,Ship,3,5,159,2,medium,M,6,5804,0
8162,F,Ship,3,5,241,3,low,F,4,4132,0
2263,D,Ship,3,3,114,6,low,F,26,1825,1
7854,F,Ship,5,5,243,3,medium,M,3,5700,1
10111,D,Ship,5,4,196,2,medium,M,2,5515,0
8977,D,Ship,3,2,233,3,medium,M, *7 ,5838,0
3135,A,Road,6,4,201,2,low,M,4,5916,1
6457,D,Ship,3,5,195,3,medium,F,9,4224,0
9761,C,Ship,3,2,268,4,low,M,6,4415,0
3885,A,Ship,3,4,187,2,medium,M,4,5139,1
7360,B,Ship,3,5,241,4,low,F,3,5051,0
3848,F,Flight,4,3,206,4,low,M,1,4596,1
8223,A,Flight,4,2,203,4,medium,F,9,4217,0
5527,D,Ship,6,5,252,4,low,F,9,1460,0
9731,C,Flight,3,5,138,2,medium,M,1,4881,1
7311,A,Ship,4,4,218,4,medium,F,10,4967,0
2754,F,Flight,3,5,245,4,medium,M,4,2769,1
3033,A,Ship,3,2,141,4,low,M,9,1909,1
2489,C,Ship,3,4,269,3,medium,F,21,3716,1
5466,F,Road,6,4,304,4,low,M,6,1890,1
4691,C,Ship,3,1,245,3,medium,F,1,5325,0
5825,C,Ship,3,4,267,3,high,F,2,5204,1
6259,D,Ship,6,1,244,4,low,M,5,1867,0
7357,D,Ship,3,1,201,3,low,F,6,4953,0
5202,F,Flight,3,1,176,3,low,M,5,5316,1
10669,D,Road,4,4,233,5,low,F,10,1173,1
1852,B,Ship,3,1,169,10,medium,F,15,1107,1
10834,B,Flight,6,5,258,5,low,F,1,5376,0
2228,F,Ship,5,1,212,3,low,F,11,2073,1
10634,F,Ship,5,1,253,2,medium,M,3,5159,1
2163,A,Ship,6,2,195,3,medium,M,30,3462,1
6711,A,Flight,4,3,238,2,medium,F,2,5328,0
6936,F,Ship,4,2,169,6,low,F,6,4179,0
4503,A,Road,4,5,148,8,medium,M,6,5700,0
7810,B,Flight,3,5,230,3,high,M,4,5189,1
10409,C,Flight,6,4,268,4,low,M,9,1793,0
6783,A,Ship,5,2,168,2,low,M,6,5464,1
10422,F,Flight,4,3,207,2,medium,M,4,5227,1
1236,F,Flight,3,2,169,2,medium,F,19,1922,1
8394,F,Ship,6,4,152,3,low,M,10,4376,1
3784,B,Ship,3,3,201,10,high,M,10,5281,0
3548,F,Road,3,3,163,3,medium,M,2,5791,1
1847,C,Ship,3,5,241,10,medium,F,31,2724,1
796,B,Road,4,1,158,3,low,F,32,1061,1
3521,C,Ship,4,5,223,3,medium,F,9,5279,1
6205,D,Ship,5,4,216,4,medium,F, *7 ,5878,1
8902,B,Flight,5,2,244,5,low,M,1,1875,1
2951,C,Ship,6,1,236,4,low,F,10,2030,1
8279,C,Ship,3,1,186,2,low,F,1,5054,1
10821,A,Flight,4,1,157,5,low,M,10,4871,0
8217,A,Flight,6,5,143,5,high,M,9,4060,0
9439,D,Road,6,4,205,4,low,F,10,1974,1
4179,A,Ship,3,2,150,3,low,M,1,5825,0
7655,C,Road,3,4,199,3,medium,M,1,4490,1
2398,B,Ship,3,3,139,2,low,M,9,1177,1
4931,C,Flight,2,2,264,3,medium,M,1,4518,0
8145,A,Ship,4,5,266,3,medium,F,2,4867,0
7836,F,Ship,3,5,139,2,low,F,6,5181,0
5180,F,Road,4,5,222,3,medium,F, *7 ,4950,0
5630,F,Flight,4,4,265,2,medium,F,9,4106,0
9460,B,Flight,5,5,286,4,high,F,10,1071,1
3141,A,Road,3,3,256,4,medium,M,3,4732,0
4725,A,Ship,5,3,199,4,medium,F, *7 ,5362,0
4025,C,Ship,4,1,228,2,medium,F,9,4091,0
9594,F,Flight,5,4,205,3,low,F,3,4157,1
5974,B,Ship,4,1,220,3,medium,M,1,5159,1
3381,A,Ship,4,1,163,8,medium,F,9,5489,1
10990,B,Ship,5,1,218,5,medium,F,9,1603,0
7552,B,Flight,4,1,205,2,low,M,10,4086,0
7863,A,Ship,5,1,132,4,medium,F,4,5461,0
4949,C,Flight,5,4,275,4,low,F, *7 ,4597,0
8797,D,Ship,5,1,151,4,low,M,5,4549,0
8170,B,Ship,5,4,228,6,medium,M,5,4974,1
7179,A,Ship,5,2,242,5,medium,F,1,1004,1
7060,B,Ship,3,4,238,2,low,M,3,4723,0
635,C,Ship,3,1,141,3,low,M,6,1361,1
3103,D,Ship,3,3,227,2,medium,F,24,2749,1
7054,B,Ship,4,5,137,2,high,F,6,5208,0
9862,B,Flight,4,2,272,2,low,M,1,5703,1
5761,D,Flight,6,1,290,4,medium,M,6,1505,1
2309,C,Road,3,2,268,3,low,M,30,2867,1
10136,F,Flight,4,1,196,3,medium,F,9,5216,1
10205,C,Ship,5,2,248,5,medium,F,1,1845,1
9585,A,Road,6,5,248,3,low,F,3,5709,1
4576,B,Ship,4,1,166,5,low,F,1,5463,1
2034,F,Road,3,2,264,4,high,F,32,2754,1
6128,F,Ship,3,2,136,3,high,F,2,5739,0
7066,B,Ship,2,3,263,4,medium,M,9,5390,0
4703,C,Ship,4,3,167,3,medium,M,5,5791,0
9600,F,Flight,4,1,149,3,low,M,2,4499,0
6023,C,Road,6,1,295,4,medium,F,6,1611,0
4489,D,Ship,4,4,135,2,low,F,4,5112,0
2293,D,Ship,3,5,268,4,high,M,5,3446,1
9752,F,Ship,4,3,212,3,low,F,1,4518,0
10476,F,Ship,5,1,258,5,high,F,9,1856,1
3968,F,Road,3,1,135,2,low,M, *7 ,5682,0
10979,C,Ship,4,1,253,5,low,F,2,1362,0
2229,A,Ship,3,4,198,2,medium,M,19,2373,1
7710,F,Ship,5,3,242,5,medium,F,5,1820,0
2941,D,Ship,3,1,263,3,medium,M,6,2715,1
10559,C,Flight,3,5,214,2,medium,F,4,4077,1
3529,D,Ship,4,4,218,2,low,M,9,5637,0
9569,C,Road,4,2,169,3,low,M,10,4309,1
6941,C,Ship,3,5,276,5,low,F,10,5302,1
7580,F,Ship,6,3,183,4,medium,M,3,4842,0
3378,F,Ship,4,4,190,3,low,M,2,4800,0
3982,B,Flight,4,2,173,3,medium,F,1,5128,0
3464,F,Ship,4,4,186,2,medium,F,9,4887,1
8038,B,Ship,4,2,250,5,medium,M,10,1026,1
10932,F,Ship,4,3,253,5,low,M,6,1366,1
7131,A,Flight,4,3,169,6,medium,M,3,5957,1
7671,A,Flight,6,4,284,4,low,F,9,1436,0
8086,B,Flight,4,1,171,2,low,M,3,4271,0
10646,F,Ship,4,3,260,3,medium,F,4,5770,1
9915,A,Ship,6,2,259,4,low,F,10,2000,1
5800,B,Ship,4,3,175,3,low,F,2,5208,0
2750,F,Flight,3,3,192,7,high,F,25,2152,1
207,A,Ship,2,2,157,3,low,M,1,1477,1
1424,F,Ship,4,2,150,3,high,F,32,1689,1
7227,A,Ship,4,1,193,3,medium,F,9,5354,0
10583,C,Ship,4,3,184,4,low,M,4,4030,1
7457,C,Ship,6,4,306,4,low,F,5,1703,1
3446,F,Ship,3,1,252,2,low,M,4,5559,0
3884,F,Ship,3,4,238,3,medium,F, *7 ,5337,1
812,F,Road,4,1,182,3,medium,M,28,2005,1
8142,F,Ship,3,5,243,3,medium,F,4,4130,1
10465,D,Ship,5,1,228,5,low,F,2,1950,1
6802,B,Ship,3,1,180,7,medium,M,10,5536,0
2352,F,Ship,5,1,237,4,low,M,33,2605,1
10363,D,Ship,3,3,217,3,low,F,6,4887,0
9183,A,Flight,6,3,266,4,medium,F, *7 ,1547,0
10050,F,Ship,4,2,239,4,medium,M, *7 ,4039,0
5585,C,Ship,3,3,260,2,low,M, *7 ,5738,0
4715,C,Ship,4,2,242,3,medium,M, *7 ,4644,1
3242,F,Ship,3,4,170,3,low,M,5,4716,1
10682,F,Flight,5,4,151,3,low,F,4,5522,0
5417,C,Ship,3,1,202,3,medium,F,9,4322,0
5610,F,Road,4,4,238,2,low,F,4,4337,1
10903,D,Ship,5,3,210,3,medium,M,9,5912,0
9703,D,Road,6,3,264,4,medium,F,3,1498,1
3337,D,Ship,3,4,184,3,low,M,10,4776,0
2422,B,Ship,3,3,188,5,low,M,25,3992,1
5952,F,Ship,5,2,265,3,low,M,10,4347,1
3322,B,Ship,4,3,178,6,low,M,6,4203,0
5036,F,Ship,4,5,134,3,low,F,1,1008,0
8227,D,Flight,4,1,245,3,low,F,9,4024,1
6531,A,Ship,4,4,251,4,low,F,1,4252,0
2875,D,Flight,5,2,193,2,low,F,1,2775,1
7135,D,Flight,5,1,195,6,high,F, *7 ,4944,1
6767,C,Ship,2,3,248,4,high,F,2,4521,0
5855,C,Ship,5,2,272,3,high,M,5,4972,0
5780,F,Ship,6,3,272,4,low,M,5,1355,1
75,A,Ship,6,1,238,6,low,F,13,2442,1
8228,F,Flight,3,4,224,3,low,F,10,4806,1
4453,D,Ship,5,2,173,4,medium,M,4,5363,0
1634,F,Road,5,2,266,7,low,F,12,2056,1
10287,A,Flight,6,2,196,2,low,M,10,5180,1
7084,B,Ship,5,1,198,4,low,F,5,5719,0
6667,D,Ship,3,2,225,3,high,M,5,4304,1
5014,B,Ship,6,5,260,4,medium,F,10,1799,0
10540,B,Road,4,1,171,3,medium,M,10,5971,0
9102,F,Ship,5,3,223,5,medium,M,4,1817,0
2748,F,Flight,3,3,150,3,low,M,6,1775,1
6891,A,Ship,6,3,247,4,medium,M,3,1903,0
3900,F,Ship,4,5,174,2,low,M,10,5764,0
465,A,Ship,5,2,263,8,medium,M,24,3139,1
4891,D,Ship,3,4,232,3,low,F,6,4050,0
5326,B,Road,4,2,252,6,medium,M,2,5476,0
9213,A,Ship,4,5,188,3,medium,M, *7 ,4125,0
7514,F,Road,6,1,253,4,low,M,10,1962,0
10801,D,Road,5,5,253,6,low,F,1,1300,0
8754,F,Road,4,2,229,2,medium,F, *7 ,4855,1
6791,C,Ship,4,4,201,10,low,M,3,4202,0
10351,D,Ship,5,2,241,2,medium,F,2,5448,0
2644,B,Ship,4,4,196,3,low,F,11,3244,1
6358,B,Ship,3,1,210,2,low,M,9,5932,0
3407,C,Road,3,2,272,3,low,M,2,4459,1
5088,F,Ship,5,2,243,3,high,M,2,5734,1
10643,C,Ship,5,3,184,5,low,M,3,5219,1
9605,C,Flight,4,2,134,3,medium,F,1,4064,1
10030,B,Ship,3,4,239,4,medium,F,10,5455,1
3471,A,Ship,2,5,107,3,medium,M,2,4853,0
8000,F,Ship,3,2,183,5,low,F,2,1158,1
10057,D,Ship,4,5,160,3,low,F,9,5799,1
3801,A,Ship,5,4,156,4,low,M,1,5533,1
8197,D,Road,4,4,195,3,low,F,6,5783,0
8813,C,Ship,3,1,242,8,medium,F, *7 ,5401,0
4311,A,Ship,6,2,246,6,low,F,1,4846,0
8707,D,Ship,5,3,222,4,medium,M,2,4060,0
7147,D,Ship,7,4,309,4,low,M, *7 ,1880,0
10997,C,Ship,5,4,242,5,low,F,4,1155,0
3250,B,Ship,5,2,265,2,medium,F, *7 ,5464,1
1381,D,Flight,6,5,118,2,low,F,6,1726,1
8736,F,Ship,4,3,154,3,medium,F,4,4867,1
8381,C,Ship,5,2,246,3,low,F,9,5795,0
6761,C,Ship,4,2,233,2,low,M, *7 ,5546,1
1242,F,Flight,4,5,227,4,low,F,20,2217,1
794,F,Ship,4,3,257,3,medium,M,5,2489,1
6573,A,Flight,7,5,302,4,low,M,3,1597,1
6769,D,Ship,4,1,100,6,medium,M,6,5841,0
9164,F,Road,6,1,264,4,low,M,5,1900,0
10270,B,Road,4,1,194,2,medium,F,3,5503,0
3084,F,Ship,4,2,169,2,low,M,22,1322,1
2308,B,Road,4,1,264,3,low,M,13,3015,1
10456,B,Ship,5,1,263,6,low,F,3,1665,1
2448,F,Road,6,5,286,4,low,F,31,3774,1
7946,F,Flight,4,4,242,2,medium,M,6,5866,0
3526,B,Ship,2,4,191,3,medium,F,6,4119,0
5391,A,Ship,4,2,137,2,medium,F,2,5804,1
2529,A,Ship,2,3,139,8,medium,M,21,1033,1
